Employee_ID,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,city,country,EXPERIENCE_LEVEL,SALARY_BAND
EMP0000338,"Kimberly Sims",Finance,Accountant,2023-10-06,3,1,Retired,On-site,787840,Smithfurt,Iceland,Junior,"Medium (5L-15L)"
EMP0000339,"Stephanie Taylor",IT,"Software Engineer",2022-05-11,1,3,Active,On-site,855904,Brooksville,Mayotte,Mid_level,"Medium (5L-15L)"
EMP0000340,"Robert Clark",Sales,"Business Development Manager",2024-03-25,1,1,Active,Remote,1067757,"North Debbie",Israel,Junior,"Medium (5L-15L)"
EMP0000341,"Brett Day",Sales,"Account Manager",2019-08-31,1,5,Terminated,On-site,985527,Kylebury,Bangladesh,Mid_level,"Medium (5L-15L)"
EMP0000342,"Jeff Gibson",IT,"Data Analyst",2022-01-18,5,3,Active,On-site,1090443,Adamview,Mauritius,Mid_level,"Medium (5L-15L)"
EMP0000343,"Jill Morales",Sales,"Sales Executive",2017-02-16,2,8,Resigned,On-site,547554,"North Joseph",Botswana,Senior,"Medium (5L-15L)"
EMP0000344,"Monica Kirby",Operations,"Operations Executive",2019-12-21,3,5,Active,Remote,1094474,Jessicahaven,Oman,Mid_level,"Medium (5L-15L)"
EMP0000345,"Valerie Costa",Operations,"Supply Chain Manager",2023-11-03,4,1,Active,On-site,515936,"Lake Luke",Kenya,Junior,"Medium (5L-15L)"
EMP0000346,"Dale Butler",Sales,"Sales Executive",2015-09-10,4,9,Active,On-site,547713,"North Stephanie",Kazakhstan,Senior,"Medium (5L-15L)"
EMP0000347,"Douglas Ross",IT,"Software Engineer",2019-06-11,2,6,Active,Remote,1537720,Timland,"New Caledonia",Mid_level,"High (15L-25L"
EMP0000348,"Brendan Mejia",Marketing,"Marketing Executive",2020-03-12,5,5,Active,On-site,797788,"West Donaldchester","Cape Verde",Mid_level,"Medium (5L-15L)"
EMP0000349,"Lawrence Vaughan",Marketing,"SEO Specialist",2020-12-24,4,4,Retired,On-site,790786,Tamaraton,Montenegro,Mid_level,"Medium (5L-15L)"
EMP0000350,"Mr. David Castillo",Finance,Accountant,2020-05-30,2,5,Active,Remote,770332,"South Brandon",Liechtenstein,Mid_level,"Medium (5L-15L)"
EMP0000351,"Tiffany Yang",Sales,"Business Development Manager",2015-09-10,2,9,Active,On-site,1614520,Ronaldland,Liechtenstein,Senior,"High (15L-25L"
EMP0000352,"Leslie Mann",IT,"DevOps Engineer",2021-09-15,3,3,Active,On-site,932215,"New Dawnborough",Belgium,Mid_level,"Medium (5L-15L)"
EMP0000353,"Sarah Franklin",HR,"HR Manager",2019-09-18,3,5,Resigned,Remote,762226,"North Joycemouth",Zimbabwe,Mid_level,"Medium (5L-15L)"
EMP0000354,"Michael Henderson",IT,"Software Engineer",2025-03-17,2,0,Active,On-site,1712339,Elliottmouth,Iran,Junior,"High (15L-25L"
EMP0000355,"Keith Lucas",IT,"Data Analyst",2023-05-28,2,2,Active,Remote,867575,"Port Wesleyberg",Congo,Junior,"Medium (5L-15L)"
EMP0000356,"Jeremy Ellis",R&D,"Research Scientist",2021-07-05,4,4,Active,Remote,608389,"East Karen","Syrian Arab Republic",Mid_level,"Medium (5L-15L)"
EMP0000357,"Edwin Gallegos",R&D,"Lab Technician",2025-02-22,2,0,Active,On-site,835679,Reidfurt,Peru,Junior,"Medium (5L-15L)"
EMP0000358,"Bethany Medina",IT,"Software Engineer",2019-11-01,1,5,Active,Remote,1550172,"West Kevinview",Egypt,Mid_level,"High (15L-25L"
EMP0000359,"Brian Gutierrez",IT,"Data Analyst",2016-12-27,5,8,Active,Remote,1092815,Alejandrastad,Uzbekistan,Senior,"Medium (5L-15L)"
EMP0000360,"Christopher Payne",Operations,"Supply Chain Manager",2017-12-06,3,7,Retired,Remote,1077359,Andresville,Colombia,Mid_level,"Medium (5L-15L)"
EMP0000361,"Bianca Wallace",Marketing,"SEO Specialist",2018-06-09,3,7,Active,Remote,825889,"North Matthewmouth",Fiji,Mid_level,"Medium (5L-15L)"
EMP0000362,"Joan Ramirez",Sales,"Business Development Manager",2023-04-07,2,2,Active,On-site,749440,Kristenmouth,"El Salvador",Junior,"Medium (5L-15L)"
EMP0000363,"Timothy Elliott",Sales,"Sales Executive",2019-10-02,5,5,Resigned,On-site,679492,"New Francisco",Lesotho,Mid_level,"Medium (5L-15L)"
EMP0000364,"Jason Cobb",IT,"Software Engineer",2015-10-05,4,9,Active,Remote,1138109,Daviston,Bahrain,Senior,"Medium (5L-15L)"
EMP0000365,"Tara Santos",Sales,"Business Development Manager",2023-09-02,5,1,Retired,Remote,824096,"South Alicia",Djibouti,Junior,"Medium (5L-15L)"
EMP0000366,"Destiny Forbes",HR,"HR Executive",2021-02-18,3,4,Active,On-site,305335,Amberville,"Saint Martin",Mid_level,"Low(below 5L)"
EMP0000367,"Keith Crawford",IT,"Software Engineer",2020-03-27,4,5,Active,Remote,728004,"North Anthony",Latvia,Mid_level,"Medium (5L-15L)"
EMP0000368,"Olivia Ramirez",Marketing,"SEO Specialist",2024-11-29,2,0,Active,On-site,461000,"South Lindsey",Denmark,Junior,"Low(below 5L)"
EMP0000369,"Theresa Golden",IT,"Software Engineer",2025-05-23,5,0,Resigned,On-site,670692,Chambersmouth,"Bosnia and Herzegovina",Junior,"Medium (5L-15L)"
EMP0000370,"Joseph Kidd",Operations,"Logistics Coordinator",2013-03-13,3,12,Active,On-site,610232,Grayfurt,Singapore,Senior,"Medium (5L-15L)"
EMP0000371,"Anthony Henderson",IT,"Software Engineer",2021-08-24,5,3,Resigned,Remote,884242,"West Scott","New Caledonia",Mid_level,"Medium (5L-15L)"
EMP0000372,"Nicole Obrien",R&D,"Product Developer",2016-09-25,5,8,Active,On-site,735106,"Lake Matthewberg",Germany,Senior,"Medium (5L-15L)"
EMP0000373,"Amber Foster",Finance,Accountant,2021-01-23,2,4,Active,On-site,481359,Brownmouth,Slovenia,Mid_level,"Low(below 5L)"
EMP0000374,"Wesley Hudson",Operations,"Logistics Coordinator",2016-04-09,2,9,Resigned,Remote,888123,Edwardsshire,Monaco,Senior,"Medium (5L-15L)"
EMP0000375,"Felicia Smith",IT,"IT Manager",2022-03-09,1,3,Active,On-site,1490248,"East Antonioshire",Austria,Mid_level,"Medium (5L-15L)"
EMP0000376,"Courtney Cunningham",R&D,"Product Developer",2013-09-16,3,11,Active,On-site,1156787,"North Brandon",Brazil,Senior,"Medium (5L-15L)"
EMP0000377,"Betty Henderson",IT,"IT Manager",2017-03-25,5,8,Active,Remote,2075810,Hillshire,"American Samoa",Senior,"High (15L-25L"
EMP0000378,"Donald Carroll",Operations,"Operations Executive",2024-06-30,2,1,Active,On-site,1134939,"West Patriciaside",Azerbaijan,Junior,"Medium (5L-15L)"
EMP0000379,"Susan Lyons",Sales,"Sales Executive",2017-06-09,1,8,Active,Remote,812111,Nicholsside,Uruguay,Senior,"Medium (5L-15L)"
EMP0000380,"Jeremiah Thomas",IT,"Data Analyst",2019-01-04,3,6,Active,On-site,1175273,Singletonton,Eritrea,Mid_level,"Medium (5L-15L)"
EMP0000381,"Angela Valentine",Marketing,"Content Strategist",2020-08-22,2,4,Active,Remote,883265,Whiteville,Latvia,Mid_level,"Medium (5L-15L)"
EMP0000382,"Gabriella Reed",Marketing,"Marketing Executive",2018-08-01,1,7,Active,On-site,486484,Steventown,Slovenia,Mid_level,"Low(below 5L)"
EMP0000383,"Danielle Brown",Sales,"Sales Executive",2024-04-17,2,1,Terminated,Remote,637181,Robertchester,Korea,Junior,"Medium (5L-15L)"
EMP0000384,"Marvin Morgan",Operations,"Operations Executive",2020-12-22,4,4,Active,Remote,1144191,Williamsonburgh,"Netherlands Antilles",Mid_level,"Medium (5L-15L)"
EMP0000385,"Jenna Gentry",IT,"DevOps Engineer",2023-04-17,2,2,Resigned,On-site,866347,Kathyview,Honduras,Junior,"Medium (5L-15L)"
EMP0000386,"Tiffany Evans",Operations,"Logistics Coordinator",2021-04-28,5,4,Active,On-site,707017,Adrianatown,Dominica,Mid_level,"Medium (5L-15L)"
EMP0000387,"Melissa Parker",Marketing,"Content Strategist",2016-11-29,3,8,Resigned,On-site,410186,Garciaborough,Afghanistan,Senior,"Low(below 5L)"
EMP0000388,"Leslie Bright",Marketing,"Marketing Executive",2023-09-12,2,1,Active,Remote,1170744,"Port Brettland",Estonia,Junior,"Medium (5L-15L)"
EMP0000389,"Nicole Smith",Sales,"Sales Director",2017-04-25,3,8,Resigned,On-site,599596,"Port Mitchell","Holy See (Vatican City State)",Senior,"Medium (5L-15L)"
EMP0000390,"Lisa Brown",Sales,"Business Development Manager",2025-06-16,1,0,Active,On-site,825518,Gonzalezside,Dominica,Junior,"Medium (5L-15L)"
EMP0000391,"Timothy Garcia",Marketing,"SEO Specialist",2018-08-21,5,6,Active,Remote,597312,Charlesland,Bulgaria,Mid_level,"Medium (5L-15L)"
EMP0000392,"Robin Chang",Sales,"Sales Executive",2011-01-15,4,14,Active,Remote,770325,Blakehaven,Turkey,Senior,"Medium (5L-15L)"
EMP0000393,"Keith Shelton",IT,"Software Engineer",2018-05-03,2,7,Resigned,Remote,1170494,"North Sharonburgh","Antarctica (the territory South of 60 deg S)",Mid_level,"Medium (5L-15L)"
EMP0000394,"Michelle Elliott",IT,"Software Engineer",2019-09-07,4,5,Active,On-site,974898,"Lake Carla",Finland,Mid_level,"Medium (5L-15L)"
EMP0000395,"John Taylor",Operations,"Logistics Coordinator",2021-01-09,1,4,Active,On-site,761511,"East Jacob",Denmark,Mid_level,"Medium (5L-15L)"
EMP0000396,"Margaret Sanchez",HR,"Talent Acquisition Specialist",2014-10-07,1,10,Resigned,On-site,441620,"North Robert",Paraguay,Senior,"Low(below 5L)"
EMP0000397,"Nicholas Ball",IT,"DevOps Engineer",2024-01-18,2,1,Resigned,Remote,544129,"West Roberthaven",Iraq,Junior,"Medium (5L-15L)"
EMP0000398,"Edward Jimenez",Operations,"Operations Executive",2025-01-09,4,0,Active,Remote,764611,"Port Carlport",Tonga,Junior,"Medium (5L-15L)"
EMP0000399,"Douglas Smith",Marketing,"Marketing Executive",2024-03-12,5,1,Active,On-site,727546,Juliaburgh,Serbia,Junior,"Medium (5L-15L)"
EMP0000400,"Sierra King",IT,"DevOps Engineer",2025-07-25,4,0,Active,On-site,621340,"South Kimberlytown",Mozambique,Junior,"Medium (5L-15L)"
EMP0000401,"Megan Hernandez",Finance,CFO,2020-03-11,5,5,Active,Remote,690905,Danbury,"Hong Kong",Mid_level,"Medium (5L-15L)"
EMP0000402,"Tracey Perez",IT,"IT Manager",2023-01-17,4,2,Active,Remote,1671671,"East Chad",Rwanda,Junior,"High (15L-25L"
EMP0000403,"Victor Rogers",Sales,"Sales Director",2023-06-10,5,2,Active,On-site,858287,"West Kennethport","Czech Republic",Junior,"Medium (5L-15L)"
EMP0000404,"William Hall",IT,"Data Analyst",2014-03-12,1,11,Resigned,On-site,456330,"Port Steven","Kyrgyz Republic",Senior,"Low(below 5L)"
EMP0000405,"Michelle Moyer",IT,"Software Engineer",2016-09-11,4,8,Resigned,On-site,1100494,Moralesview,Algeria,Senior,"Medium (5L-15L)"
EMP0000406,"Marie Monroe",Finance,Accountant,2022-06-08,2,3,Active,On-site,541289,Hernandezshire,Maldives,Mid_level,"Medium (5L-15L)"
EMP0000407,"Taylor Stone",Operations,"Operations Director",2022-10-19,4,2,Active,On-site,406992,"East Jeffrey","San Marino",Junior,"Low(below 5L)"
EMP0000408,"Kelli Smith",Operations,"Operations Executive",2017-05-29,4,8,Resigned,On-site,509397,"Port Krystal",Iraq,Senior,"Medium (5L-15L)"
EMP0000409,"Jason Holt",Operations,"Logistics Coordinator",2022-06-17,2,3,Active,On-site,565166,Petersenshire,Bulgaria,Mid_level,"Medium (5L-15L)"
EMP0000410,"Brett Smith",Finance,"Finance Manager",2015-08-20,4,9,Active,On-site,2474925,Tonifurt,Angola,Senior,"High (15L-25L"
EMP0000411,"Amanda Bradley",HR,"HR Manager",2023-09-08,4,1,Resigned,On-site,1625889,"North Fernandochester","Faroe Islands",Junior,"High (15L-25L"
EMP0000412,"Anne Duffy",IT,"Data Analyst",2019-03-31,3,6,Active,On-site,1126897,Nancymouth,Nigeria,Mid_level,"Medium (5L-15L)"
EMP0000413,"David Hutchinson",Sales,"Account Manager",2024-03-20,3,1,Resigned,Remote,984573,"South Cathystad",Spain,Junior,"Medium (5L-15L)"
EMP0000414,"William Hancock",Operations,"Logistics Coordinator",2011-09-13,4,13,Active,On-site,650296,Erinshire,"Saint Lucia",Senior,"Medium (5L-15L)"
EMP0000415,"Kristie Fox",R&D,"Research Scientist",2019-12-31,1,5,Resigned,On-site,924711,Alvarezmouth,Turkmenistan,Mid_level,"Medium (5L-15L)"
EMP0000416,"Gabriel Russell",IT,"Software Engineer",2016-11-19,1,8,Active,Remote,780293,Brianport,Bangladesh,Senior,"Medium (5L-15L)"
EMP0000417,"Charles Hill",Sales,"Sales Executive",2019-04-30,4,6,Active,Remote,854172,"North Nicole","Marshall Islands",Mid_level,"Medium (5L-15L)"
EMP0000418,"Donna Lawrence",IT,"Software Engineer",2019-03-10,2,6,Terminated,Remote,1206926,Elizabethville,Belarus,Mid_level,"Medium (5L-15L)"
EMP0000419,"Charles Mason",IT,"Software Engineer",2023-03-11,4,2,Terminated,On-site,946677,Christopherfurt,Panama,Junior,"Medium (5L-15L)"
EMP0000420,"Chris Parker",Sales,"Sales Executive",2022-11-20,5,2,Active,Remote,689676,Littlemouth,"Saint Lucia",Junior,"Medium (5L-15L)"
EMP0000421,"Thomas Hoover",IT,"Data Analyst",2022-09-29,2,2,Active,On-site,808850,"New Robertoshire",Estonia,Junior,"Medium (5L-15L)"
EMP0000422,"Margaret Long",IT,"DevOps Engineer",2021-06-28,5,4,Active,Remote,1170050,"South Alex",France,Mid_level,"Medium (5L-15L)"
EMP0000423,"Todd Rowe",Finance,Accountant,2024-12-16,1,0,Active,On-site,868343,"North Karen",Nigeria,Junior,"Medium (5L-15L)"
EMP0000424,"Stacie Miller",Sales,"Sales Executive",2017-04-11,5,8,Active,On-site,762446,"Port Spencerborough","Libyan Arab Jamahiriya",Senior,"Medium (5L-15L)"
EMP0000425,"Holly Marshall",Operations,"Supply Chain Manager",2017-09-18,4,7,Active,Remote,519363,Schaeferview,Bulgaria,Mid_level,"Medium (5L-15L)"
EMP0000426,"Christina Haynes",Sales,"Sales Executive",2018-10-19,4,6,Active,On-site,474875,Crystalburgh,Greenland,Mid_level,"Low(below 5L)"
EMP0000427,"Dillon Frazier",Operations,"Logistics Coordinator",2022-12-02,3,2,Active,On-site,866987,Angelaburgh,Gambia,Junior,"Medium (5L-15L)"
EMP0000428,"Melissa Taylor DDS",Sales,"Sales Executive",2019-03-14,3,6,Active,On-site,802896,Snydertown,"Saint Martin",Mid_level,"Medium (5L-15L)"
EMP0000429,"Bradley Baker",Operations,"Operations Executive",2010-10-21,4,14,Active,On-site,763228,"New Robertfurt","Pitcairn Islands",Senior,"Medium (5L-15L)"
EMP0000430,"Cynthia Bauer",Operations,"Logistics Coordinator",2023-12-04,5,1,Active,Remote,671971,"North Katelyn",Cambodia,Junior,"Medium (5L-15L)"
EMP0000431,"Derrick Smith",Sales,"Sales Executive",2019-12-15,3,5,Retired,On-site,867458,"Port Jenniferville",Rwanda,Mid_level,"Medium (5L-15L)"
EMP0000432,"Angela King",Operations,"Operations Director",2014-12-30,2,10,Active,On-site,562975,"New Sonyaborough","Cayman Islands",Senior,"Medium (5L-15L)"
EMP0000433,"Walter Howard",IT,"Software Engineer",2017-03-19,3,8,Active,On-site,958092,Katelynburgh,Serbia,Senior,"Medium (5L-15L)"
EMP0000434,"Justin Williams",Marketing,"SEO Specialist",2017-09-01,3,7,Active,Remote,741182,Dawsonchester,Mali,Mid_level,"Medium (5L-15L)"
EMP0000435,"Daniel Smith",Sales,"Sales Executive",2017-11-28,3,7,Resigned,Remote,854977,"South Christopherberg",Madagascar,Mid_level,"Medium (5L-15L)"
EMP0000436,"Mr. Jose Diaz II",Operations,"Supply Chain Manager",2022-02-03,1,3,Terminated,Remote,1028879,"Port Vincentchester","United Arab Emirates",Mid_level,"Medium (5L-15L)"
EMP0000437,"Christopher Davis",IT,"DevOps Engineer",2021-08-25,5,3,Active,On-site,722228,"Port Kyle",Panama,Mid_level,"Medium (5L-15L)"
EMP0000438,"Eric Martin",IT,"Data Analyst",2025-05-14,5,0,Active,On-site,868388,Perryfurt,Cuba,Junior,"Medium (5L-15L)"
EMP0000439,"Brooke Green",IT,"Software Engineer",2017-10-21,4,7,Active,On-site,1774292,"South Kimberlyborough","Sao Tome and Principe",Mid_level,"High (15L-25L"
EMP0000440,"Jessica Williams",IT,"Data Analyst",2017-09-07,1,7,Active,On-site,1164492,"Lake Rhondashire","Saint Helena",Mid_level,"Medium (5L-15L)"
EMP0000441,"Daniel Salas",HR,"Talent Acquisition Specialist",2013-01-20,1,12,Active,Remote,814815,Mendozafurt,"New Caledonia",Senior,"Medium (5L-15L)"
EMP0000442,"Melissa Rowe",Operations,"Operations Executive",2021-07-18,2,4,Active,On-site,936717,Aguilarshire,"Saint Kitts and Nevis",Mid_level,"Medium (5L-15L)"
EMP0000443,"Heidi Collins",IT,"IT Manager",2016-05-31,1,9,Resigned,On-site,2808558,Tiffanystad,Barbados,Senior,"Executive (Above 25L)"
EMP0000444,"Matthew Stephens",Sales,"Business Development Manager",2011-12-29,4,13,Active,On-site,1505247,Amymouth,Venezuela,Senior,"High (15L-25L"
EMP0000445,"Jacob Rasmussen",IT,CTO,2019-02-10,2,6,Active,On-site,726341,"South Tylerhaven","Saint Lucia",Mid_level,"Medium (5L-15L)"
EMP0000446,"Thomas Crawford",Sales,"Sales Executive",2016-06-01,2,9,Active,On-site,772892,Yesenialand,Eritrea,Senior,"Medium (5L-15L)"
EMP0000447,"Austin Hall",IT,"Software Engineer",2024-09-04,1,0,Active,On-site,1156916,"South Richardside",China,Junior,"Medium (5L-15L)"
EMP0000448,"Patrick Williams",Sales,"Sales Executive",2020-07-03,2,5,Active,On-site,780447,Wrightton,"Brunei Darussalam",Mid_level,"Medium (5L-15L)"
EMP0000449,"James Hernandez",Operations,"Supply Chain Manager",2010-08-16,2,15,Active,On-site,907294,Sabrinafort,Germany,Senior,"Medium (5L-15L)"
EMP0000450,"Pamela Armstrong",HR,"HR Executive",2021-05-31,3,4,Resigned,Remote,573981,"Port Jamesport","San Marino",Mid_level,"Medium (5L-15L)"
EMP0000451,"Gregory Wood",Finance,Accountant,2022-05-15,4,3,Active,On-site,763728,Kennethshire,Reunion,Mid_level,"Medium (5L-15L)"
EMP0000452,"Victoria Parker",Marketing,"Marketing Executive",2023-04-13,4,2,Active,On-site,807378,"North Mark",Kazakhstan,Junior,"Medium (5L-15L)"
EMP0000453,"Carrie Hernandez",Finance,Accountant,2018-04-23,4,7,Active,On-site,402988,Stacyside,Moldova,Mid_level,"Low(below 5L)"
EMP0000454,"Julie Sparks",IT,"Software Engineer",2020-09-04,1,4,Active,Remote,1114382,"New Kimberly",Guam,Mid_level,"Medium (5L-15L)"
EMP0000455,"Richard Edwards",HR,"Talent Acquisition Specialist",2021-03-07,1,4,Resigned,On-site,1104352,"Lake Jessicafurt",Cyprus,Mid_level,"Medium (5L-15L)"
EMP0000456,"Terry Estrada",IT,"Data Analyst",2023-06-20,5,2,Resigned,Remote,973322,Jasontown,Swaziland,Junior,"Medium (5L-15L)"
EMP0000457,"Kenneth Reyes",Operations,"Logistics Coordinator",2023-10-08,2,1,Active,On-site,506490,"West Matthewville",Chad,Junior,"Medium (5L-15L)"
EMP0000458,"Megan Fox",Marketing,"Content Strategist",2025-07-01,3,0,Active,Remote,1075580,Sloanview,Gibraltar,Junior,"Medium (5L-15L)"
EMP0000459,"Charles Wilson",Operations,"Operations Executive",2024-03-13,3,1,Resigned,Remote,686644,Jenningsland,"United Arab Emirates",Junior,"Medium (5L-15L)"
EMP0000460,"Karen Rivera",HR,"Talent Acquisition Specialist",2018-12-30,4,6,Active,On-site,479042,"East Kimberlychester",Benin,Mid_level,"Low(below 5L)"
EMP0000461,"Alyssa Smith",Sales,"Account Manager",2019-05-11,4,6,Active,On-site,714783,Nathanielside,Mauritania,Mid_level,"Medium (5L-15L)"
EMP0000462,"Monica Patton",Sales,"Sales Executive",2019-02-22,1,6,Terminated,On-site,653020,"South Elizabeth","Saint Lucia",Mid_level,"Medium (5L-15L)"
EMP0000463,"Mary Snyder",Sales,"Account Manager",2023-06-24,5,2,Active,On-site,1179592,"New Erica","Sri Lanka",Junior,"Medium (5L-15L)"
EMP0000464,"Brandon Pratt",Finance,"Financial Analyst",2024-01-30,5,1,Active,Remote,823147,Daisystad,"San Marino",Junior,"Medium (5L-15L)"
EMP0000465,"Daniel Bauer",Sales,"Business Development Manager",2017-11-01,1,7,Active,On-site,1462476,Mccormickmouth,Zambia,Mid_level,"Medium (5L-15L)"
EMP0000466,"Scott Johnson",Sales,"Sales Executive",2025-04-19,3,0,Terminated,Remote,460501,"South Stanleyhaven","Saint Vincent and the Grenadines",Junior,"Low(below 5L)"
EMP0000467,"Nicole Smith",Operations,"Operations Executive",2023-08-11,3,2,Active,Remote,576751,Whiteville,China,Junior,"Medium (5L-15L)"
EMP0000468,"Steven Heath",Finance,Accountant,2015-10-23,4,9,Resigned,On-site,569798,Johnhaven,Uganda,Senior,"Medium (5L-15L)"
EMP0000469,"Steven Foley",Sales,"Sales Executive",2021-09-05,2,3,Active,On-site,884727,"New Rodneyburgh",Bhutan,Mid_level,"Medium (5L-15L)"
EMP0000470,"Cassidy Wells",Sales,"Sales Executive",2016-05-04,1,9,Retired,Remote,515218,"New Carolyn","Cote d'Ivoire",Senior,"Medium (5L-15L)"
EMP0000471,"Sharon Leon",Operations,"Operations Executive",2016-04-26,1,9,Active,On-site,1134978,Davidmouth,"Lao People's Democratic Republic",Senior,"Medium (5L-15L)"
EMP0000472,"John Baker",Sales,"Sales Executive",2021-11-29,3,3,Active,On-site,863274,Paigetown,Tonga,Mid_level,"Medium (5L-15L)"
EMP0000473,"Jill Patterson",IT,"Software Engineer",2024-03-11,5,1,Resigned,On-site,1574296,Birdport,Bangladesh,Junior,"High (15L-25L"
EMP0000474,"Christopher Powell",Sales,"Business Development Manager",2021-09-20,4,3,Active,On-site,823013,"South Kristen",Belgium,Mid_level,"Medium (5L-15L)"
EMP0000475,"Vicki Sanchez",Sales,"Sales Executive",2022-12-07,1,2,Active,Remote,889051,Anthonymouth,Mayotte,Junior,"Medium (5L-15L)"
EMP0000476,"Joel Wilson",Marketing,"Brand Manager",2016-09-02,2,8,Active,On-site,580987,Thomaschester,Djibouti,Senior,"Medium (5L-15L)"
EMP0000477,"David Reed",Sales,"Business Development Manager",2013-09-26,4,11,Active,Remote,1373300,Bondton,Cameroon,Senior,"Medium (5L-15L)"
EMP0000478,"Darlene Curtis",IT,"Software Engineer",2021-05-08,4,4,Active,On-site,1035634,Michaelside,Bhutan,Mid_level,"Medium (5L-15L)"
EMP0000479,"Hannah Henry",Operations,"Logistics Coordinator",2020-12-25,2,4,Terminated,On-site,807935,Ibarrastad,Benin,Mid_level,"Medium (5L-15L)"
EMP0000480,"Mary Martin",Sales,"Sales Executive",2023-09-06,2,1,Active,Remote,438478,Boyerbury,"North Macedonia",Junior,"Low(below 5L)"
EMP0000481,"Alexis Mejia",IT,"Software Engineer",2019-07-05,4,6,Active,Remote,635513,"Lake Travis",India,Mid_level,"Medium (5L-15L)"
EMP0000482,"Melissa Ho",Operations,"Operations Executive",2022-03-05,2,3,Active,On-site,1188084,Antoniomouth,"Lao People's Democratic Republic",Mid_level,"Medium (5L-15L)"
EMP0000483,"Nancy Erickson DDS",Sales,"Sales Executive",2015-11-11,2,9,Active,On-site,497074,Silvashire,"Cocos (Keeling) Islands",Senior,"Low(below 5L)"
EMP0000484,"Eric Dawson",Marketing,"Marketing Executive",2014-09-22,1,10,Active,On-site,402376,Sandersland,Armenia,Senior,"Low(below 5L)"
EMP0000485,"Maria Nunez",Operations,"Operations Executive",2014-10-19,5,10,Resigned,Remote,970739,"South Josephland",Bolivia,Senior,"Medium (5L-15L)"
EMP0000486,"Brittney Hansen",IT,"Data Analyst",2022-12-07,1,2,Resigned,Remote,707442,Fergusonmouth,Ukraine,Junior,"Medium (5L-15L)"
EMP0000487,"Mr. Robert Armstrong MD",Sales,"Sales Executive",2025-05-24,1,0,Terminated,On-site,422245,Reedchester,Bhutan,Junior,"Low(below 5L)"
EMP0000488,"John Middleton",IT,"DevOps Engineer",2022-08-27,5,2,Active,On-site,729692,"New Linda",Singapore,Junior,"Medium (5L-15L)"
EMP0000489,"Katie Murray DVM",HR,"HR Executive",2020-02-07,1,5,Active,On-site,641060,Emilyshire,France,Mid_level,"Medium (5L-15L)"
EMP0000490,"Dennis Powell",Sales,"Account Manager",2016-04-30,2,9,Active,On-site,835776,"Lake Nicholasfort",Turkmenistan,Senior,"Medium (5L-15L)"
EMP0000491,"Patricia Mcbride",Marketing,"SEO Specialist",2023-01-09,5,2,Resigned,On-site,911792,"Lake Theresa",Dominica,Junior,"Medium (5L-15L)"
EMP0000492,"Danielle Mason",IT,"Software Engineer",2019-12-13,2,5,Active,On-site,1330182,"East Dustinport",Malaysia,Mid_level,"Medium (5L-15L)"
EMP0000493,"Alexander Dalton",Marketing,"SEO Specialist",2016-01-03,4,9,Active,On-site,885371,"North Wendyberg","Equatorial Guinea",Senior,"Medium (5L-15L)"
EMP0000494,"Daniel Maxwell",IT,"Data Analyst",2025-07-16,1,0,Active,On-site,863471,Reyeshaven,"South Africa",Junior,"Medium (5L-15L)"
EMP0000495,"Robert Leon",Finance,Accountant,2014-12-12,4,10,Terminated,On-site,602484,"West Joanburgh",Aruba,Senior,"Medium (5L-15L)"
EMP0000496,"Tina Hicks",Marketing,"Marketing Executive",2019-06-17,2,6,Active,On-site,647504,Chenfurt,Iceland,Mid_level,"Medium (5L-15L)"
EMP0000497,"Margaret Thomas DDS",Operations,"Operations Executive",2017-10-23,4,7,Active,Remote,523883,Robinsonstad,Cambodia,Mid_level,"Medium (5L-15L)"
EMP0000498,"Daniel Nguyen",IT,"Software Engineer",2014-08-06,5,11,Resigned,On-site,1750020,Owensstad,Uzbekistan,Senior,"High (15L-25L"
EMP0000499,"Christopher Day",Operations,"Logistics Coordinator",2016-10-31,5,8,Active,On-site,833455,Pattersonview,Mauritania,Senior,"Medium (5L-15L)"
EMP0000500,"Bruce Thomas",HR,"HR Director",2021-11-12,4,3,Active,On-site,586879,"South Brianborough",Chad,Mid_level,"Medium (5L-15L)"
EMP0000501,"Holly Marquez",IT,"DevOps Engineer",2023-10-03,3,1,Retired,On-site,424147,Robertfort,Bhutan,Junior,"Low(below 5L)"
EMP0000502,"Joshua Morrison",Operations,"Operations Executive",2021-09-30,5,3,Active,On-site,982474,"West Adrian","New Caledonia",Mid_level,"Medium (5L-15L)"
EMP0000503,"Brandon Kim",Finance,Accountant,2019-01-31,3,6,Retired,On-site,496581,Fergusonport,"Brunei Darussalam",Mid_level,"Low(below 5L)"
EMP0000504,"Connor Gibson",IT,"DevOps Engineer",2018-02-02,5,7,Retired,Remote,901900,"West Connorstad",Ecuador,Mid_level,"Medium (5L-15L)"
EMP0000505,"David Scott",Finance,"Finance Manager",2023-07-06,1,2,Active,Remote,1696403,"West Kristinaville","San Marino",Junior,"High (15L-25L"
EMP0000506,"Lisa Gomez",Finance,Accountant,2023-06-09,3,2,Resigned,On-site,887269,"North Patrick",Guatemala,Junior,"Medium (5L-15L)"
EMP0000507,"Stephanie Harris",Sales,"Account Manager",2015-08-22,4,9,Active,Remote,623895,"East Aliciaton",Ukraine,Senior,"Medium (5L-15L)"
